Kód kocky;Názov
vt1009rs;"Štruktúra zamestnancov výskumu a vývoja (v %)"
Posledná aktualizácia;30.09.2025

Kód dimenzie;Kód dimenzie;Kód dimenzie;Data
2022;UKAZ08;AREA02;1.19
2022;UKAZ09;AREA01;
2022;UKAZ09;AREA02;9.81
2022;UKAZ10;AREA01;
2022;UKAZ10;AREA02;0.48
2021;UKAZ01;AREA01;80.47
2021;UKAZ01;AREA02;
2021;UKAZ02;AREA01;13.69
2021;UKAZ02;AREA02;
2021;UKAZ03;AREA01;5.84
2021;UKAZ03;AREA02;
2021;UKAZ04;AREA01;
2021;UKAZ04;AREA02;88.95
2021;UKAZ05;AREA01;
2021;UKAZ05;AREA02;2.07
2021;UKAZ06;AREA01;
2021;UKAZ06;AREA02;43.35
2021;UKAZ07;AREA01;
2021;UKAZ07;AREA02;43.53
2021;UKAZ08;AREA01;
2021;UKAZ08;AREA02;1.65
2021;UKAZ09;AREA01;
2021;UKAZ09;AREA02;9.11
2021;UKAZ10;AREA01;
2021;UKAZ10;AREA02;0.29
2020;UKAZ01;AREA01;79.07
2020;UKAZ01;AREA02;
2020;UKAZ02;AREA01;15.11
2020;UKAZ02;AREA02;
2020;UKAZ03;AREA01;5.82
2020;UKAZ03;AREA02;
2020;UKAZ04;AREA01;
2020;UKAZ04;AREA02;89.27
2020;UKAZ05;AREA01;
2020;UKAZ05;AREA02;2.07
2020;UKAZ06;AREA01;
2020;UKAZ06;AREA02;43.61
2020;UKAZ07;AREA01;
2020;UKAZ07;AREA02;43.59
2020;UKAZ08;AREA01;
2020;UKAZ08;AREA02;1.49
2020;UKAZ09;AREA01;
2020;UKAZ09;AREA02;8.96
2020;UKAZ10;AREA01;
2020;UKAZ10;AREA02;0.28
2019;UKAZ01;AREA01;81.57
2019;UKAZ01;AREA02;
2019;UKAZ02;AREA01;12.67
2019;UKAZ02;AREA02;
2019;UKAZ03;AREA01;5.75
2019;UKAZ03;AREA02;
2019;UKAZ04;AREA01;
2019;UKAZ04;AREA02;88.97
2019;UKAZ05;AREA01;
2019;UKAZ05;AREA02;2.13
2019;UKAZ06;AREA01;
2019;UKAZ06;AREA02;41.72
2019;UKAZ07;AREA01;
2019;UKAZ07;AREA02;45.12
2019;UKAZ08;AREA01;
2019;UKAZ08;AREA02;1.74
2019;UKAZ09;AREA01;
2019;UKAZ09;AREA02;9.03
2019;UKAZ10;AREA01;
2019;UKAZ10;AREA02;0.26
2018;UKAZ01;AREA01;82.35
2018;UKAZ01;AREA02;
2018;UKAZ02;AREA01;11.87
2018;UKAZ02;AREA02;
2018;UKAZ03;AREA01;5.78
2018;UKAZ03;AREA02;
2018;UKAZ04;AREA01;
2018;UKAZ04;AREA02;88.96
2018;UKAZ05;AREA01;
2018;UKAZ05;AREA02;1.88
2018;UKAZ06;AREA01;
2018;UKAZ06;AREA02;40.72
2018;UKAZ07;AREA01;
2018;UKAZ07;AREA02;46.36
2018;UKAZ08;AREA01;
2018;UKAZ08;AREA02;1.8
2018;UKAZ09;AREA01;
2018;UKAZ09;AREA02;8.97
2018;UKAZ10;AREA01;
2018;UKAZ10;AREA02;0.27
2017;UKAZ01;AREA01;82.79
2017;UKAZ01;AREA02;
2017;UKAZ02;AREA01;11.78
2017;UKAZ02;AREA02;
2017;UKAZ03;AREA01;5.43
2017;UKAZ03;AREA02;
2017;UKAZ04;AREA01;
2017;UKAZ04;AREA02;89.35
2017;UKAZ05;AREA01;
2017;UKAZ05;AREA02;1.36
2017;UKAZ06;AREA01;
2017;UKAZ06;AREA02;39.88
2017;UKAZ07;AREA01;
2017;UKAZ07;AREA02;48.11
2017;UKAZ08;AREA01;
2017;UKAZ08;AREA02;1.38
2017;UKAZ09;AREA01;
2017;UKAZ09;AREA02;8.95
2017;UKAZ10;AREA01;
2017;UKAZ10;AREA02;0.32
2016;UKAZ01;AREA01;83.41
2016;UKAZ01;AREA02;
2016;UKAZ02;AREA01;10.42
2016;UKAZ02;AREA02;
2016;UKAZ03;AREA01;6.16
2016;UKAZ03;AREA02;
2016;UKAZ04;AREA01;
2016;UKAZ04;AREA02;89.65
2016;UKAZ05;AREA01;
2016;UKAZ05;AREA02;1.54
2016;UKAZ06;AREA01;
2016;UKAZ06;AREA02;40.08
2016;UKAZ07;AREA01;
2016;UKAZ07;AREA02;48.02
2016;UKAZ08;AREA01;
2016;UKAZ08;AREA02;1.72
2016;UKAZ09;AREA01;
2016;UKAZ09;AREA02;8.28
2016;UKAZ10;AREA01;
2016;UKAZ10;AREA02;0.35
2015;UKAZ01;AREA01;84.85
2015;UKAZ01;AREA02;
2015;UKAZ02;AREA01;9.89
2015;UKAZ02;AREA02;
2015;UKAZ03;AREA01;5.26
2015;UKAZ03;AREA02;
2015;UKAZ04;AREA01;
2015;UKAZ04;AREA02;89.03
2015;UKAZ05;AREA01;
2015;UKAZ05;AREA02;1.73
2015;UKAZ06;AREA01;
2015;UKAZ06;AREA02;38.82
2015;UKAZ07;AREA01;
2015;UKAZ07;AREA02;48.48
2015;UKAZ08;AREA01;
2015;UKAZ08;AREA02;0.87
2015;UKAZ09;AREA01;
2015;UKAZ09;AREA02;9.63
2015;UKAZ10;AREA01;
2015;UKAZ10;AREA02;0.47
2014;UKAZ01;AREA01;87.01
2014;UKAZ01;AREA02;
2014;UKAZ02;AREA01;8.93
2014;UKAZ02;AREA02;
2014;UKAZ03;AREA01;4.06
2014;UKAZ03;AREA02;
2014;UKAZ04;AREA01;
2014;UKAZ04;AREA02;91.12
2014;UKAZ05;AREA01;
2014;UKAZ05;AREA02;1.29
2014;UKAZ06;AREA01;
2014;UKAZ06;AREA02;39.87
2014;UKAZ07;AREA01;
2014;UKAZ07;AREA02;49.96
2014;UKAZ08;AREA01;
2014;UKAZ08;AREA02;1.25
2014;UKAZ09;AREA01;
2014;UKAZ09;AREA02;7.41
2014;UKAZ10;AREA01;
2014;UKAZ10;AREA02;0.22
2013;UKAZ01;AREA01;87.84
2013;UKAZ01;AREA02;
2013;UKAZ02;AREA01;8.72
2013;UKAZ02;AREA02;
2013;UKAZ03;AREA01;3.44
2013;UKAZ03;AREA02;
2013;UKAZ04;AREA01;
2013;UKAZ04;AREA02;91.86
2013;UKAZ05;AREA01;
2013;UKAZ05;AREA02;0.96
2013;UKAZ06;AREA01;
2013;UKAZ06;AREA02;41.23
2013;UKAZ07;AREA01;
2013;UKAZ07;AREA02;49.67
2013;UKAZ08;AREA01;
2013;UKAZ08;AREA02;0.82
2013;UKAZ09;AREA01;
2013;UKAZ09;AREA02;6.96
2013;UKAZ10;AREA01;
2013;UKAZ10;AREA02;0.36
2012;UKAZ01;AREA01;86.8
2012;UKAZ01;AREA02;
2012;UKAZ02;AREA01;9.53
2012;UKAZ02;AREA02;
2012;UKAZ03;AREA01;3.66
2012;UKAZ03;AREA02;
2012;UKAZ04;AREA01;
2012;UKAZ04;AREA02;90.44
2012;UKAZ05;AREA01;
2012;UKAZ05;AREA02;1.24
2012;UKAZ06;AREA01;
2012;UKAZ06;AREA02;40.82
2012;UKAZ07;AREA01;
2012;UKAZ07;AREA02;48.38
2012;UKAZ08;AREA01;
2012;UKAZ08;AREA02;0.98
2012;UKAZ09;AREA01;
2012;UKAZ09;AREA02;8.22
2012;UKAZ10;AREA01;
2012;UKAZ10;AREA02;0.35
2011;UKAZ01;AREA01;86.41
2011;UKAZ01;AREA02;
2011;UKAZ02;AREA01;9.38
2011;UKAZ02;AREA02;
2011;UKAZ03;AREA01;4.21
2011;UKAZ03;AREA02;
2011;UKAZ04;AREA01;
2011;UKAZ04;AREA02;90.13
2011;UKAZ05;AREA01;
2011;UKAZ05;AREA02;2.15
2011;UKAZ06;AREA01;
2011;UKAZ06;AREA02;40.99
2011;UKAZ07;AREA01;
2011;UKAZ07;AREA02;46.99
2011;UKAZ08;AREA01;
2011;UKAZ08;AREA02;1.27
2011;UKAZ09;AREA01;
2011;UKAZ09;AREA02;8.22
2011;UKAZ10;AREA01;
2011;UKAZ10;AREA02;0.37
2010;UKAZ01;AREA01;85.5
2010;UKAZ01;AREA02;
2010;UKAZ02;AREA01;10.1
2010;UKAZ02;AREA02;
2010;UKAZ03;AREA01;4.4
2010;UKAZ03;AREA02;
2010;UKAZ04;AREA01;
2010;UKAZ04;AREA02;89.19
2010;UKAZ05;AREA01;
2010;UKAZ05;AREA02;2.51
2010;UKAZ06;AREA01;
2010;UKAZ06;AREA02;40.18
2010;UKAZ07;AREA01;
2010;UKAZ07;AREA02;46.51
2010;UKAZ08;AREA01;
2010;UKAZ08;AREA02;1.13
2010;UKAZ09;AREA01;
2010;UKAZ09;AREA02;9.23
2010;UKAZ10;AREA01;
2010;UKAZ10;AREA02;0.44
2009;UKAZ01;AREA01;85.99
2009;UKAZ01;AREA02;
2009;UKAZ02;AREA01;9.81
2009;UKAZ02;AREA02;
2009;UKAZ03;AREA01;4.2
2009;UKAZ03;AREA02;
2009;UKAZ04;AREA01;
2009;UKAZ04;AREA02;88.61
2009;UKAZ05;AREA01;
2009;UKAZ05;AREA02;0.66
2009;UKAZ06;AREA01;
2009;UKAZ06;AREA02;39.25
2009;UKAZ07;AREA01;
2009;UKAZ07;AREA02;48.7
2009;UKAZ08;AREA01;
2009;UKAZ08;AREA02;0.86
2009;UKAZ09;AREA01;
2009;UKAZ09;AREA02;9.98
2009;UKAZ10;AREA01;
2009;UKAZ10;AREA02;0.55
2008;UKAZ01;AREA01;83.81
2008;UKAZ01;AREA02;
2008;UKAZ02;AREA01;11.41
2008;UKAZ02;AREA02;
2008;UKAZ03;AREA01;4.78
2008;UKAZ03;AREA02;
2008;UKAZ04;AREA01;
2008;UKAZ04;AREA02;86.35
2008;UKAZ05;AREA01;
2008;UKAZ05;AREA02;0.7
2008;UKAZ06;AREA01;
2008;UKAZ06;AREA02;40.37
2008;UKAZ07;AREA01;
2008;UKAZ07;AREA02;45.28
2008;UKAZ08;AREA01;
2008;UKAZ08;AREA02;1.4
2008;UKAZ09;AREA01;
2008;UKAZ09;AREA02;11.52
2008;UKAZ10;AREA01;
2008;UKAZ10;AREA02;0.73
2007;UKAZ01;AREA01;82.67
2007;UKAZ01;AREA02;
2007;UKAZ02;AREA01;12.51
2007;UKAZ02;AREA02;
2007;UKAZ03;AREA01;4.82
2007;UKAZ03;AREA02;
2007;UKAZ04;AREA01;
2007;UKAZ04;AREA02;85.08
2007;UKAZ05;AREA01;
2007;UKAZ05;AREA02;0.64
2007;UKAZ06;AREA01;
2007;UKAZ06;AREA02;41.81
2007;UKAZ07;AREA01;
2007;UKAZ07;AREA02;42.63
2007;UKAZ08;AREA01;
2007;UKAZ08;AREA02;0.85
2007;UKAZ09;AREA01;
2007;UKAZ09;AREA02;13.28
2007;UKAZ10;AREA01;
2007;UKAZ10;AREA02;0.79
2006;UKAZ01;AREA01;81.38
2006;UKAZ01;AREA02;
2006;UKAZ02;AREA01;13.14
2006;UKAZ02;AREA02;
2006;UKAZ03;AREA01;5.48
2006;UKAZ03;AREA02;
2006;UKAZ04;AREA01;
2006;UKAZ04;AREA02;83.86
2006;UKAZ05;AREA01;
2006;UKAZ05;AREA02;0.45
2006;UKAZ06;AREA01;
2006;UKAZ06;AREA02;42.6
2006;UKAZ07;AREA01;
2006;UKAZ07;AREA02;40.82
2006;UKAZ08;AREA01;
2006;UKAZ08;AREA02;0.63
2006;UKAZ09;AREA01;
2006;UKAZ09;AREA02;14.49
2006;UKAZ10;AREA01;
2006;UKAZ10;AREA02;1.02
2005;UKAZ01;AREA01;78.61
2005;UKAZ01;AREA02;
2005;UKAZ02;AREA01;13.39
2005;UKAZ02;AREA02;
2005;UKAZ03;AREA01;7.99
2005;UKAZ03;AREA02;
2005;UKAZ04;AREA01;
2005;UKAZ04;AREA02;81.49
2005;UKAZ05;AREA01;
2005;UKAZ05;AREA02;0.3
2005;UKAZ06;AREA01;
2005;UKAZ06;AREA02;42.98
2005;UKAZ07;AREA01;
2005;UKAZ07;AREA02;38.22
2005;UKAZ08;AREA01;
2005;UKAZ08;AREA02;
2005;UKAZ09;AREA01;
2005;UKAZ09;AREA02;17.23
2005;UKAZ10;AREA01;
2005;UKAZ10;AREA02;1.28
2004;UKAZ01;AREA01;78.11
2004;UKAZ01;AREA02;
2004;UKAZ02;AREA01;13.99
2004;UKAZ02;AREA02;
2004;UKAZ03;AREA01;7.9
2004;UKAZ03;AREA02;
2004;UKAZ04;AREA01;
2004;UKAZ04;AREA02;80.79
2004;UKAZ05;AREA01;
2004;UKAZ05;AREA02;0.25
2004;UKAZ06;AREA01;
2004;UKAZ06;AREA02;42.69
2004;UKAZ07;AREA01;
2004;UKAZ07;AREA02;37.85
2004;UKAZ08;AREA01;
2004;UKAZ08;AREA02;
2004;UKAZ09;AREA01;
2004;UKAZ09;AREA02;16.87
2004;UKAZ10;AREA01;
2004;UKAZ10;AREA02;2.35
2003;UKAZ01;AREA01;76.97
2003;UKAZ01;AREA02;
2003;UKAZ02;AREA01;15.43
2003;UKAZ02;AREA02;
2003;UKAZ03;AREA01;7.6
2003;UKAZ03;AREA02;
2003;UKAZ04;AREA01;
2003;UKAZ04;AREA02;79.63
2003;UKAZ05;AREA01;
2003;UKAZ05;AREA02;0.39
2003;UKAZ06;AREA01;
2003;UKAZ06;AREA02;42.56
2003;UKAZ07;AREA01;
2003;UKAZ07;AREA02;36.68
2003;UKAZ08;AREA01;
2003;UKAZ08;AREA02;
2003;UKAZ09;AREA01;
2003;UKAZ09;AREA02;18.11
2003;UKAZ10;AREA01;
2003;UKAZ10;AREA02;2.26
2002;UKAZ01;AREA01;73.17
2002;UKAZ01;AREA02;
2002;UKAZ02;AREA01;18.04
2002;UKAZ02;AREA02;
2002;UKAZ03;AREA01;8.79
2002;UKAZ03;AREA02;
2002;UKAZ04;AREA01;
2002;UKAZ04;AREA02;77.16
2002;UKAZ05;AREA01;
2002;UKAZ05;AREA02;0.22
2002;UKAZ06;AREA01;
2002;UKAZ06;AREA02;41.46
2002;UKAZ07;AREA01;
2002;UKAZ07;AREA02;35.49
2002;UKAZ08;AREA01;
2002;UKAZ08;AREA02;
2002;UKAZ09;AREA01;
2002;UKAZ09;AREA02;20.45
2002;UKAZ10;AREA01;
2002;UKAZ10;AREA02;2.39
2001;UKAZ01;AREA01;72.39
2001;UKAZ01;AREA02;
2001;UKAZ02;AREA01;18.68
2001;UKAZ02;AREA02;
2001;UKAZ03;AREA01;8.94
2001;UKAZ03;AREA02;
2001;UKAZ04;AREA01;
2001;UKAZ04;AREA02;76.16
2001;UKAZ05;AREA01;
2001;UKAZ05;AREA02;0.22
2001;UKAZ06;AREA01;
2001;UKAZ06;AREA02;41.36
2001;UKAZ07;AREA01;
2001;UKAZ07;AREA02;34.58
2001;UKAZ08;AREA01;
2001;UKAZ08;AREA02;
2001;UKAZ09;AREA01;
2001;UKAZ09;AREA02;21.57
2001;UKAZ10;AREA01;
2001;UKAZ10;AREA02;2.27
2000;UKAZ01;AREA01;70.75
2000;UKAZ01;AREA02;
2000;UKAZ02;AREA01;19.8
2000;UKAZ02;AREA02;
2000;UKAZ03;AREA01;9.45
2000;UKAZ03;AREA02;
2000;UKAZ04;AREA01;
2000;UKAZ04;AREA02;74.59
2000;UKAZ05;AREA01;
2000;UKAZ05;AREA02;0.18
2000;UKAZ06;AREA01;
2000;UKAZ06;AREA02;41.09
2000;UKAZ07;AREA01;
2000;UKAZ07;AREA02;33.32
2000;UKAZ08;AREA01;
2000;UKAZ08;AREA02;
2000;UKAZ09;AREA01;
2000;UKAZ09;AREA02;22.76
2000;UKAZ10;AREA01;
2000;UKAZ10;AREA02;2.65
